id,last_modified,code,poy_type,name,description,address_complete,lat,lon,capacity,contact_phone,contact_email,related_url
8-161,24/11/2022,8-161,history-and-culture,Chiesa e museo della Collegiata di San Lorenzo,Bellissime opere robbiane,"Piazza Varchi, Montevarchi Arezzo",43.5235833333,11.5678166667,,,,https://montevarchicultura.org/museo-di-arte-sacra-della-collegiata-di-san-lorenzo-2/
8-160,24/11/2022,8-160,history-and-culture,Centro storico di Montevarchi,La forma a fuso è ancora quella medievale,Montevarchi Arezzo,43.5234833333,11.5676,,,,http://www.montevarchi.tuscany.it/
8-153,24/11/2022,8-153,b-and-b,Tenuta I Lecci,,"Località Monticello, Levane Arezzo",43.5196333333,11.6437333333,,3385436977,,https://www.tenutailecci.com/
8-164,24/11/2022,8-164,nature,Area Naturalistica di Bandella,Un miracolo ecologico in mezzo alla valle,Monticello Arezzo,43.5189166667,11.6455,,,,https://www.comune.terranuova-bracciolini.ar.it/contenuti/37832/valle-inferno-oasi-bandella
8-154,24/11/2022,8-154,locanda,Lo Strettoio,Ristorante Oasi di Bandella,"Località Pian di Chena, Laterina Arezzo",43.5111833333,11.6683,,0575-89161,,
9-166,24/11/2022,9-166,history-and-culture,Villa Monsoglio,Bellissima villa settecentesca,"Via Vecchia Aretina, Laterina Arezzo",43.5093,11.73875,,,,https://caivaldarnosuperiore.it/la-villa-di-monsoglio/
8-159,24/11/2022,8-159,b-and-b,La Torretta,,"Via Porta Fredda, 11, Laterina Arezzo",43.5088833333,11.7098,,0575-89202,,
8-158,24/11/2022,8-158,ostello,Caritas parrocchiale,Alloggio ,"Vicolo delle Campane, 24, Laterina Arezzo",43.5083833333,11.71065,,0575-89007,,
8-155,24/11/2022,8-155,b-and-b,La finestra sul Borgo,,"Corso Italia, 56, Laterina Arezzo",43.50825,11.7099333333,,3498514475,,
8-156,24/11/2022,8-156,locanda,Fiaschetteria Caffè Michelangelo,Bar alimentari ristorante,"Corso Italia, 34, Laterina Arezzo",43.50825,11.7102166667,,0575-89202,,
8-165,24/11/2022,8-165,history-and-culture,Castello di Laterina,Ancora con le torri medievali,Laterina Arezzo,43.50825,11.7102166667,,,,https://caivaldarnosuperiore.it/il-castello-di-laterina/
8-157,24/11/2022,8-157,shop-convenience,Antica Macelleria Municchi,,"Corso Italia, 52, Laterina Arezzo",43.5081666667,11.7097,,0575-894509,,
9-167,24/11/2022,9-167,hotel,Rondine,Cittadella della Pace Una sosta in ambiente internazionale,"Strada provinciale Setteponti, Rondine Arezzo",43.5079833333,11.7643666667,,0575-299666,,https://rondine.org/
9-168,24/11/2022,9-168,bar,Bar Tabacchi,Bar e piatti pronti,"Strada provinciale Setteponti, Rondine Arezzo",43.50555,11.7972166667,,,,
9-171,24/11/2022,9-171,history-and-culture,Ponte Buriano,Ponte medievale ritratto da Leonardo,"Strada provinciale Setteponti, Rondine Arezzo",43.5050333333,11.7991333333,,,,https://it.wikipedia.org/wiki/Ponte_Buriano
9-169,24/11/2022,9-169,b-and-b,Villa Tacco,,Quarata Arezzo,43.5046333333,11.8156666667,,3383547690,,
8-151,24/11/2022,8-151,shop-convenience,Supermercato Coop,Alimentari cibi pronti,"Piazza Falcone e Borsellino, 3, Levane Arezzo",43.5011833333,11.6187666667,,055-9789514,,
8-150,24/11/2022,8-150,shop-convenience,Panetteria Pasticceria Peri,Alimentari bar,"Via Enrico Berlinguer, 18, Levane Arezzo",43.5011666667,11.6130166667,,055-9789943,,
9-172,24/11/2022,9-172,history-and-culture,Castello di Quarata,Piccolo ma ancora integro,"Strada provinciale Setteponti, Quarata Arezzo",43.5003166667,11.823,,,,
8-152,24/11/2022,8-152,b-and-b,Al Frantoio residenza,,"Via 2 Giugno, 17, Levane Arezzo",43.4999,11.6156666667,,3358496963,,https://www.frantoiomaddii.it/
9-170,24/11/2022,9-170,shop-convenience,Non solo pane,Gastronomia,"Strada provinciale Setteponti, 404, Quarata Arezzo",43.4969333333,11.83045,,0575-364765,,
9-173,24/11/2022,9-173,history-and-culture,Arezzo,Una città da meditare,Arezzo,43.4669166667,11.882666666,,,,
3-32,24/11/2022,3-32,natural-saddle,Piastreta,interessante geosito e displuViale tra Adriatico e Tirreno,, 44.039819, 10.915017,,,,
3-29,24/11/2022,3-29,"museum,history-and-culture",Ecomuseo della Montagna Pistoiese Pontepetri,Museo del Ferro e Giardino dell'Energia Rinnovabile,"Via la Piana - SR 66, 62, 51028, Pontepetri, San Marcello Piteglio PT", 44.037997, 10.882123,,+39 800 974102,ecomuseopt@gmail.com,http://www.ecomuseopt.it/
3-30,24/11/2022,3-30,history-and-culture,FerroVia Alto Pistoiese,stazione della FerroVia Alto Pistoiese - dismessa ,, 44.037942, 10.881721,,,,
3-33,24/11/2022,3-33,history-and-culture,deviazione per percorso Linea Gotica,sentiero didattico storico con pannelli esplicativi delle fortificazioni presenti,, 44.031796, 10.928535,,,,
3-31,24/11/2022,3-31,natural-saddle,Passo dell'Incisa,,, 44.030872, 10.888723,,,,
3-34,24/11/2022,3-34,"locanda,bar",L'Antica Locanda,ristorante,"Via Bolognese, 241, 51100, Collina pistoiese, Pistoia PT", 44.029498, 10.931433,,+39 0573 470075,info@lanticalocanda.net,http://www.lanticalocanda.net/
3-35,24/11/2022,3-35,natural-spring,sorgente,in uno giardinetto delimitato di fronte alla locanda ,, 44.029334, 10.931262,,,,
3-36,24/11/2022,3-36,highway-bus-stop,fermata autobus,,, 44.029064, 10.931264,,,,https://www.at-bus.it/it/
3-37,24/11/2022,3-37,information-panel,Albergo Collina,"primo albergo ormai in disuso del passo della collina, lapide commemorativa sulla facciata ",, 44.028708, 10.931533,,,,
3-38,24/11/2022,3-38,history-and-culture,Castello di Santa Margherita,ruderi del castello medievale della prima metà del XIII sec.,, 44.016600, 10.927336,,,,
3-39,24/11/2022,3-39,history-and-culture,Podere di Ricavo,probabile dogana del XIII sec. oggi casa residenziale,, 44.012473, 10.928105,,,,
3-40,24/11/2022,3-40,"restaurant,bar",Il Signorino,ristorante,"Via Bolognese, 207, 51100, Signorino, Pistoia PT", 44.005022, 10.919469,,"+39 O573475293,+39 O573475028",ristorante@ilsignorino.it,http://www.ilsignorino.it/
3-42,24/11/2022,3-42,"bar,restaurant",Il 44° Parallelo,,"Via Vecchia Bolognese, 13, 51100, Croce a Uzzo, Pistoia PT", 43.999594, 10.918312,,+39 0573 474006,,
3-41,24/11/2022,3-41,train-station,Stazione Corbezzi,stazione ferroViaria,, 43.994076, 10.919963,,,,https://www.trenitalia.com/it.html
3-43,24/11/2022,3-43,religion,Catterale di San Zeno,,, 43.933206, 10.917493,,,,
