id,last_modified,name,description,poi_type,lat,lon,address_complete,capacity,contact_phone,contact_email,related_url
117,2023-07-18,Stazione BUS Pavia,,highway-bus-stop,45.18840554881383,9.145405816679725,"Viale Vittorio Emanuele II,  27100, Pavia, PV", ,800086567, ,https://pavia.autoguidovie.it/
118,2023-07-18,Pavia,"Arrivo T08 partenza T09.,Città con possibilità di pernottamento, ristorazione, rifornimenti, farmacia, assistenza ospedaliera",city,45.189594374299915,9.14706810741962,"27100, Pavia, PV", ,3823991,protocollo@pec.comune.pavia.it,https://www.comune.pv.it/site/home.html
119,2023-07-18,Mezzano Siccomario,Centro Abitato con possibilità di pernottamento,village,45.145831867182096,9.157741980320635,"Loc. Mezzano, 27020, Travacò Siccomario, PV", ,382482003,protocollo@comune.travacosiccomario.pv.it,https://www.comune.travacosiccomario.pv.it/it-it/home
120,2023-07-18,BUS Mezzano Siccomario,"Linea 22 Autoguidevia PV,",highway-bus-stop,45.14053,9.16163,"Loc. Mezzano, 27020, Travacò Siccomario, PV", ,800086567, ,https://pavia.autoguidovie.it/
121,2023-07-18,Santuario del Novello,,religion,45.14711389863524,9.179722307080500,"Loc. Mezzano, 27020, Travacò Siccomario, PV", ,382482243, ,https://www.santuaritaliani.it/santuario/s-maria-del-novello/
122,2023-07-18,Mezzana Corti,"Centro Abitato con possibilità di pernottamento, ristorazione e farmacia",village,45.11392292763981,9.127294184013792,"Loc. Mezzana Corti, 27051, Cava Manara, PV", ,382557511,info@comune.cavamanara.pv.it,https://www.comune.cavamanara.pv.it/it-it/home
123,2023-07-18,BUS Mezzana Corti,"Linea 21 Autoguidevia PV,",highway-bus-stop,45.12061,9.12035,"Loc. Mezzana Corti, 27051, Cava Manara, PV", ,800086567, ,https://pavia.autoguidovie.it/
124,2023-07-18,BUS Zinasco Vecchio,"Linea 168 Autoguidevia PV,",highway-bus-stop,45.12709626808591,9.029151559504083,"Via Villani , Loc. Zinasco Vecchio, 27030, Zinasco, PV", ,800086567, ,https://pavia.autoguidovie.it/
125,2023-07-18,Stazione FS Sairano Zinasco,"Linea Pavia Alessandria,",train-station,45.13882168065614,9.046937380230277,"SP 14, Loc. Sairano, 27030, Zinasco, PV", ,, , 
126,2023-07-18,Zinasco Vecchio,"Arrivo T09 partenza T10. ,Centro Abitato con possibilità di pernottamento",village,45.12709592841215,9.029205186556169,"Piazza della Vittoria, Loc. Zinasco Vecchio, 27030, Zinasco, PV", ,38291016,info@comune.zinasco.pv.it,https://www.comune.zinasco.pv.it/it-it/home
127,2023-07-18,Mezzana Rabattone,",Centro Abitato con Possibilità di ristorazione",village,45.0956020906627,9.030870780290867,"27030, Mezzana Rabattone, PV", ,382918862,uffici.comunali@comune.mezzanarabattone.pv.it,https://www.comune.mezzanarabattone.pv.it/it-it/home
128,2023-07-18,BUS Mezzana Rabattone,"Linea 168 Autoguidevia PV,",highway-bus-stop,45.09549809359253,9.034815766032612,"Via Guglielmo Marconi,  27030, Mezzana Rabattone, PV", ,800086567, ,https://pavia.autoguidovie.it/
129,2023-07-18,BUS Sannazzaro de' Burgondi,"Linea 168 Autoguidevia PV,",highway-bus-stop,45.09970880396953,8.908284663879437,"Via Roma,  27039, Sannazzaro de' Burgundi, PV", ,800086567, ,https://pavia.autoguidovie.it/
130,2023-07-18,Chiesa dei Santi Nazaro e Celsio,"Chiesa del XV secolo,",religion,45.10383952515483,8.909948188682746,"27039, Sannazzaro de' Burgundi, PV", ,382997240,segreteria@upsannazzaro.it,https://parrocchiadisannazzaro.altervista.org/
131,2023-07-18,Sannazzaro de' Burgondi,"arrivo T10 partenz T11. ,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",city,45.10357094134943,8.90375659340271,"27039, Sannazzaro de' Burgundi, PV", ,38295611,info@comune.sannazzarodeburgondi.pv.it,https://www.comune.sannazzarodeburgondi.pv.it/it-it/home
132,2023-07-18,Cornale,Centro Abitato con possibilità di Pernottamento e ristorazione,village,45.04254436796775,8.915733641540480,"via Roma , Loc. Cornale, 27056, Cornale e Bastida, PV", ,30038360103,info@comune.cornalebastida.pv.it,https://www.comune.cornalebastida.pv.it/hh/index.php
133,2023-07-18,BUS Cornale,"Linea 148 Autoguidevia PV,",highway-bus-stop,45.03841,8.90693,"Loc. Cornale, 27056, Cornae e Bastida, PV", ,800086567, ,https://pavia.autoguidovie.it/
134,2023-07-18,Ponte della Gerola,"ponte in ferro a 8 campate sul Po,",ponte,45.061086881890496,8.904961275088295,, ,, , 
135,2023-07-18,BUS Molino dei Torti,"Linea 9 ARFEA,",highway-bus-stop,45.02343,8.89204,"15050, Molino dei Torti, AL", ,131225810,info@buscompany.it,https://stpalessandria.it/orari-bus/
136,2023-07-18,Molino dei Torti,"arrivo T11 (fine tratto Lombardo Inizio Tratto Piemontese). Paese con possibilità di pernottamento, ristorazione, rifornimenti, farmacia,Centro Abitato con possibilità di pernottamento, ristorazione, rifornimenti, farmacia",village,45.02634606570652,8.896565958650251,"Via Roma,  15050, Molino dei Torti, AL", ,131854361,molinodeitorti@pec.it,https://comune.molinodeitorti.al.it/it-it/home
