id,last_modified,lon,lat,name,description,poi_type
144,12/10/2023,8.4248641,44.3245937,"SP29 Savona-Torino
","Storica Strada motociclistica del savonese. Prima della costruzione della Autostrada To-Sv questa era la principale direttrice tra queste due città. Da sempre i motociclisti venivano qui a dar sfogo alle loro voglie di ""smanigliare"" tanto che oggi sono presenti dei velox (ben segnalati) atti a dissuadere questa pratica. La strada invoglia parecchio ma il forte traffico specie di autoarticolati la rendono una strada da affrontare con attenzione. by Claudio Garombo",roads-to-drive
145,12/10/2023,8.4530985,44.3389579,miglior accesso a naso di gatto,,roads-to-drive
146,12/10/2023,8.2283937,44.2157465,SP490 del meglogno,Se cercate una strada con un panorama splendido. un guidato divertentissimo e un asfalto discreto questa strada fa al caso vostro. se poi salite da Finale Ligure. avrete anche il bonus di avere davvero molte opzioni come giro. Da fare assolutamente ma con attenzione ai numerosi ciclisti. by Claudio Garombo,roads-to-drive
147,12/10/2023,8.1176607,44.2032514,sp54,Calizzano. Bardineto. Castelvecchio di Rocca Berbena. Una strada davvero magnifica dove con una guida attenta ci si può divertire un mondo e si passano paesaggi boschivi davvero suggestivi di di tanto in tanto sfociano in panorami appenninici davvero notevoli. by Claudio Garombo,roads-to-drive
148,12/10/2023,8.1990263,44.3020926,SP16 lago di Osiglia,Tratto lungo il lago davvero bello e guidabile.,roads-to-drive
149,12/10/2023,8.1755408,44.3196241,SP51,Strada di fondo valle che in parte costeggia un fiume. bella da guidare. by Claudio Garombo,roads-to-drive
150,12/10/2023,8.3753546,44.3765829,SP12 dell Adelasia,bellissima strada da guidare usata come raccordo alternavo da e verso Sassello. Un bellissimo guidato che offre suggestivi passaggi nel bosco dell'Adelasia. sito di famose battaglie napoleoniche ricordate con segnavia. by Claudio Garombo,roads-to-drive
151,12/10/2023,8.0873568,44.1421324,SP582,Strada del colle san Bernardo. Tutta da guidare. divertentissima e con un paesaggio mozzafiato. Attenzione ai centri abitati. by Claudio Garombo,roads-to-drive
152,12/10/2023,8.1492407,44.1226349,SP44,Bella strada da guidare che offre scorci fantastici sui boschi. sulle montagne e sul mare della Liguria. insomma un must da queste parti. Belle pieghe e misto guidato ma come sempre attenzione all'asfalto non sempre perfetto! by Claudio Garombo,roads-to-drive
153,12/10/2023,8.0515795,44.2019127,SP213,percorrendola da Garessio a Calizzano è un bel guidato con passaggi davvero pregevoli e divertenti. la strada va via via restringendosi e diventa poi più da ammirare che guidare. by Claudio Garombo,roads-to-drive
154,12/10/2023,8.0970289,44.1032203,SP14,Strada di per se carina. guidato da fare con attenzione per centri abitati e angoli ciechi e bel paesaggio. il bello di questa strada è che ci collega alla sp216 un guidato fantastico! by claudio garombo,roads-to-drive
155,12/10/2023,7.986994,44.1125879,SP216,Strada tutta da guidare con tornati raccordati da allunghi misti davvero bellissimi. ottimo asfalto e paesaggio stupendo. percorrendola salendo dal mare questa strada appenninica ci da un assaggio di Route des Grand Alpes sia come paesaggio che come goduria nel guidato. un must! by Claudio Garombo,roads-to-drive
156,12/10/2023,12.300582,43.7853659,"Sasso Simone
",Pennabilli. Carpegna.  dal Montecopiolo fino a s.Leo e s.Marino.  0001,roads-to-drive
157,12/10/2023,12.2179271,43.5775027,"ss73bis Bocca Trabaria
",la stupenda e velocissima strada verso Bocca Trabaria. Una vera pista aperta alla circolazione. in tutti i sensi. Pericolosissima per l'elevatissima concentrazione di smanettoni ma da fare assolutamente. Se non ci sono frane.   0001,roads-to-drive
158,12/10/2023,12.471603,43.5779846,"Piobbico-Bocca Serriola
",bellissima e fin troppo veloce. fino a Città di castello praticamente una pista. come Bocca Trabaria fin troppo frequentata da smanettoni    0001,roads-to-drive
159,12/10/2023,12.0632342,42.8546397,"ss 71città della Pieve-Orvieto
",bella scorrevole. panorama sui calanchi         0001,roads-to-drive
160,12/10/2023,7.9471325,44.2144923,SP178,un bel guidato dove si inizia a respirare una atmosfera alpina. by claudio garombo,roads-to-drive
161,12/10/2023,8.0952763,44.2827374,SP390,Strada stretta ma un bel guidato dinamico nel bosco. by claudio garombo,roads-to-drive
162,12/10/2023,8.3590325,44.5224438,SP215,strada con alternanza di scorci davvero carini e a tratti di guidato interessante. non è il tragitto wow ma un bel raccordo per passare da paesaggi di curve di liguria e langhe piemontesi. by claudio garombo,roads-to-drive
163,12/10/2023,8.2814415,44.5453263,SP218,Strada alternativa alla sp249 per e da Cortemilia. strada caratteristica. meno sportiva della sue controparte ma da guidare con impegno. by Claudio Garombo,roads-to-drive
164,12/10/2023,10.1152899,42.7516706,"litoranea dell'Elba
",l'Elba è un'isola davvero a misura di moto. ed è da vedere e percorrere tutta! Certo che questa parte è poesia pura. Da vedere a maggio. lontano dalla ressa e dal caldo           001,roads-to-drive
165,12/10/2023,8.2694252,44.4995523,SP29,Nel tratto dallo svincolo con sp30 fino a Cortemilia una goduria di guidato. Asfalto non sempre perfetto ma con le dovute attenzioni una strada da divertirsi alla grande per poi proseguire sulla sp429 sempre nello stesso spririto. by claudio garombo,roads-to-drive
166,12/10/2023,8.22445,44.5441029,SP429,A parte qualche pezzo dritto questa strada è un continuo alternarsi di curve. misto lento e misto veloce. tutta da guidare ma con attenzione all'asfalto!!! by claudio garombo,roads-to-drive
167,12/10/2023,8.1296929,44.6291926,SP249,proseguimento del tragitto da cortemilia ad Alba. by Claudio Garombo,roads-to-drive
168,12/10/2023,7.354626,44.2946477,Strada della Madonna del Colletto,Percorribile sia in una direzione sia nel'altra. una strada insolita. un tunnel verde nel bosco con asfalto irregolare e sporco ma tutta da guidare. tanti tornanti da fare in maniera tecnica e precisa. qui per fare andatura bisogna essere bravi. scordatevi il ginocchio a terra ma qui serve tecnica e precisione. un passo minore e insolit da queste parti ma una valida alternativa alle statali trafficate da e per Cuneo. By Claudio Garombo,roads-to-drive
169,12/10/2023,7.2597405,44.3085305,SP337,una valida alternativa alla trafficata ss21 da e per il Colle della Maddalena. by Claudio Garombo,roads-to-drive
170,12/10/2023,6.9602973,44.3898338,SS21 della Maddalena,Strada di acceso al Colle della Maddalena o meglio al Col de Larche. Molto trafficata e forte presenza di tir. questa strada è fantastica se. con giudizio. volete divertirvi sui tornanti. Guida dinamica e paesaggio bellissimo ci si diverte tantissimo a salire e. se si è bravi anche a scendere. tornante. allungo. staccata. tornante sono un minuetto che vi accompegnarà su questa strada. by CLaudio Garombo,roads-to-drive
171,12/10/2023,12.0049855,42.5573386,"sr 2 Cassia Bolsena
",altro tratto molto bello della Cassia. se passate da Montefiascone. d'obbligo Est Est Est e coregone! Area molto bella. praticamente tutto il giro del lago.            0001,roads-to-drive
172,12/10/2023,12.2722265,42.7289891,"Todi-Orvieto Scalo
",Strada veloce (anche troppo) e ben messa. Abbondano gli smanettoni.         Lorenzo Patrizi,roads-to-drive
173,12/10/2023,12.6588839,46.1959054,SP63 - Forcella di Pala Barzana,Bella strada tortuosa in mezzo ai boschi.<br><br>Andrea,roads-to-drive
174,12/10/2023,12.4052172,46.0665577,Pian del Cansiglio,Andrea,roads-to-drive
175,12/10/2023,12.9419285,43.0655007,"Foligno-Camerino
",,roads-to-drive
176,12/10/2023,12.9420143,43.065924,"sr 77 della val di Chienti
",da Foligno a Tolentino      0001,roads-to-drive
177,12/10/2023,11.9934565,46.527156,SP24,Andrea,roads-to-drive
178,12/10/2023,13.1939347,42.8556376,"Castelsantangelo-Castelluccio
",panoramica e stupenda. un vero paradiso di pieghe dove l'occhio è continuamente rapito.   0001,roads-to-drive
179,12/10/2023,13.4079612,42.509378,"ss80 Arischia Gran sasso
",0001,roads-to-drive
180,12/10/2023,13.2265363,43.0100514,"sp 5 120 47
",Fiastra. Bolognola. Sarnano e Fiastrone. Tornanti e strade belle da guidare con l'imbarazzo della scelta                                     0001,roads-to-drive
181,12/10/2023,13.3705578,42.9620189,"Sarnano- Ascoli
",introduzione per riscaldarsi verso alcune delle più belle strade d'Italia                           0001,roads-to-drive
182,12/10/2023,12.8329196,43.4143963,"sp 360 Gubbio-Arcevia
",divertente ma trafficata da Gubbio. poi molto scorrevole in fondovalle           0001,roads-to-drive
183,12/10/2023,12.9375273,46.3584895,SP1 Verzegnis - Sella Chianzutan,"Strada su cui si svolge la storica gara del campionato italiano velocità montagna.<br>Si contraddistingue per un ottimo fondo stradale e un mix di curve lente e veloci.<br>Storico il ritrovo dei motociclisti presso il bar ""in Sella"" posto in cima alla salita.<br><br>Andrea",roads-to-drive
184,12/10/2023,11.9940458,46.5022551,SR48 - Salita del passo Falzarego,Andrea,roads-to-drive
185,12/10/2023,13.7950026,42.108186,"sr 5 San Venanzio
",bellissima strada fra il fiume e le rocce. bella anche la sp 261 fino a L'Aquila. Vale una sosta Castelvecchio Subecquo                    0001,roads-to-drive
186,12/10/2023,11.9535289,46.2209188,SP347 - Fiera di Primiero - Agordo,Passo Cereda - Forcella Aurine<br><br>Andrea,roads-to-drive
187,12/10/2023,13.7909023,42.4130287,"Gran Sasso Castel del Monte Calascio
",bellissima strada tutta curve e panorami a fare da contraltare alla pianura di Campo Imperatore. Spettacolare il castello di Calascio           Kiddo,roads-to-drive
188,12/10/2023,13.313781,42.8131943,"sp 8 Arquata-Uscerno
",,roads-to-drive
189,12/10/2023,11.5749787,46.4101742,SS241 - Lago di Carezza - Passo Costalunga,,roads-to-drive
190,12/10/2023,11.4122633,46.5612017,SP135 - Auna di Sopra - Barbiano,,roads-to-drive
191,12/10/2023,13.514027,42.1251683,"ss6996 cellano Ovindoli Rocca di Mezzo
",veloce. aperta. da guidare        0001,roads-to-drive
192,12/10/2023,13.3349232,42.6017279,"sr 577 Amatrice-Campotosto
",bellissima fra pascoli. boschi e cacche di vacca                         0001,roads-to-drive
193,12/10/2023,13.6493391,42.5500286,"sp 491 Montorio-Ornano
",degna di una gara in salita ma occhio al traffico               0001,roads-to-drive
194,12/10/2023,12.7052228,46.7051187,111,La strada corre sempre in quota seguendo il fianco della montagna. si passa fra numerosi piccoli villaggi. il traffico è molto scarso poiché normalmente tutto il traffico scorre sulla strada 100 posta a fondovalle sul lato nord del massiccio. <br>Ad un certo punto si incrocia un mulino ad acqua. posto in tale posizione per evidenziare un percorso che può essere fatto per visitare circa 11 mulini posti nella valle sottostante.<br>E' una strada da guidare godendosi il paesaggio.<br><br>Andrea,roads-to-drive
195,12/10/2023,13.5340604,46.2849847,203 -> 102 -> 103 Bovec - Nova Goriza,La strada parte da Bovec e arriva a Nova Goriza seguendo il corso del fiume Isonzo. Si snoda fra i boschi e si scorgono numerose fortificazioni risalenti alla prima e alla seconda guerra mondiale.<br>Raccomando prudenza e rispetto dei limiti nell'attraversamento dei paesi.<br><br>Andrea,roads-to-drive
196,12/10/2023,14.0355035,45.9239666,207 Ajdussina - Godovic,Strada di montagna estremamente divertente<br><br>Andrea,roads-to-drive
197,12/10/2023,13.4727927,42.9347007,"Venarotta-Force
",,roads-to-drive
198,12/10/2023,13.4329823,42.449342,"sp 86 del Vasto (Capannelle-Assergi)
",strada in quota dallo stupendo panorama      0001,roads-to-drive
199,12/10/2023,13.6549894,42.7801214,"sp 81 Ascoli-Teramo
",,roads-to-drive
200,12/10/2023,13.5488371,42.6710723,"sp 48 Teramo-Acquasanta
",insieme alla sp 49 una traversata dei monti della Laga                   0001,roads-to-drive
201,12/10/2023,13.031346,43.1862459,"Fiuminata-Castelraimondo (septemdenana)
",veloce strada di fondovalle  0001,roads-to-drive
202,12/10/2023,12.0927515,43.2235021,"Tuoro-Lisciano
",bel panorama sul Trasimeno su direttrice per Gubbio             0001,roads-to-drive
203,12/10/2023,12.4368956,43.3596476,"ss21 dell'Assino
",fra Umbertide e Gubbio. veloce e scorrevole            0001,roads-to-drive
204,12/10/2023,12.5131803,43.1940803,"sp 298 Perugia-Gubbio
",veloce via di collegamento tutta da guidare           0001,roads-to-drive
205,12/10/2023,12.84667,42.5355862,"sr 521 Leonessa-Morro Reatino
",0001,roads-to-drive
206,12/10/2023,11.9638736,42.1197723,"sp3b Santa Severa-Tolfa
",bellissima strada a tratti immersa nel verde. a tratti panoramica. a tratti sciupata altri appena rifatta. Comunque immersa nella macchia mediterranea. una salita costante dal mare alla collina               Kiddo,roads-to-drive
207,12/10/2023,12.9527996,42.4558323,"ss4bis salita al Terminillo
",La salita voluta da Mussolini che veniva quassù a sciare            0001,roads-to-drive
208,12/10/2023,16.3659579,41.0288903,Strada del parco nazionale dell'alta Murgia,,roads-to-drive
209,12/10/2023,16.1503053,40.5068171,"Jazzo del Salice
",,roads-to-drive
210,12/10/2023,16.4466924,39.2774961,Parco Nazionale della Sila,,roads-to-drive
211,12/10/2023,17.2976243,40.8200462,Canale di Pirro,,roads-to-drive
212,12/10/2023,15.4417436,40.2300842,Strada per Rofrano,,roads-to-drive
213,12/10/2023,14.1909524,41.6596182,"ss17 Isernia-Castel di Sangro
",adrenalinica e appassionante               0001,roads-to-drive
214,12/10/2023,14.0020007,42.0497712,"sr 487 Pacentro-Scafa
",0001,roads-to-drive
215,12/10/2023,13.2389367,41.8348877,"sr 411 sarcino-Altopiani di Arcinazzo
",bei paesaggi e guida divertente               0001,roads-to-drive
216,12/10/2023,13.8677377,37.8335241,"ss 120 termini Imerese-Randazzo 2
",Un tripudio di pieghe che attraversa la Sicilia. dal mare alle pendici dell'Etna                 Kiddo,roads-to-drive
217,12/10/2023,14.1150011,37.9116744,"ss 286 Castelbuono-Geraci
",Un bel misto sul percorso lungo della ex Targa Florio. incrocia con la traversa ss120 da termini imerese a Randazzo. Attenzione a qualche avvallamento dovuto alla natura argillosa del terreno. nel qual caso rallentare un po' e godersi i panorami ;),roads-to-drive
218,12/10/2023,13.9820215,37.9272385,"sp 9 Collesano-Castelbuono
",0001,roads-to-drive
219,12/10/2023,13.1443485,37.5648821,"sp 37 Sciacca-Caltabellotta
",da una delle città balneari più belle della Sicilia alla spettacolare rocca di Caltabellotta su una strada aperta. panoramica. tutta da guidare        0001,roads-to-drive
220,12/10/2023,13.6840928,37.6118832,"ss 189 Agrigento-Lercara
",veloce collegamento in tutti i sensi fra la costa nord e la sud  0001,roads-to-drive
221,12/10/2023,13.7347422,37.7503721,"ss 121 Palermo-Enna
",prima metà del collegamento fra Palermo e la costa est   0001,roads-to-drive
222,12/10/2023,14.8716457,38.057923,"ss 116 Randazzo-Capo d'Orlando
",bellissima ed entusiasmante            0001,roads-to-drive
223,12/10/2023,14.5562102,37.6512801,"ss 121 Enna-Catania
",seconda parte della traversa da Palermo a Catania    0001,roads-to-drive
224,12/10/2023,15.0844078,37.8086327,"strada Mareneve (Linguaglossa-Miro)
",bellissima strada di montagna verso l'Etna    0001,roads-to-drive
225,12/10/2023,13.4719128,37.7044536,"ss 118 Corleone-S.Stefano Quisquinia
",bel misto su strada panoramica      0001,roads-to-drive
226,12/10/2023,13.4894517,37.4855833,"ss 118 Cianciana-Agrigento
",una libidine di pieghe sopra la valle dei templi                0001,roads-to-drive
227,12/10/2023,10.6528403,45.8731086,SS240 - Storo - Ledro,Andrea,roads-to-drive
228,12/10/2023,10.6067537,45.7331668,SP9 Gargnano - Crone,E' un misto di strada da guidare e da ammirare.<br>Ricordarsi di far benzina prima di imboccarla.<br><br>Andrea,roads-to-drive
229,12/10/2023,13.0892117,46.5314336,SP23-24 Zuglio - Paularo - Ligosullo,,roads-to-drive
230,12/10/2023,14.9809835,37.1571165,"sp 29 Buccheri-Sortino
",una vera strada di montagna strappata alle rocce con tanto di vegetezione montana nel cuore della Sicilia   0001,roads-to-drive
231,12/10/2023,15.1245911,38.0597345,"ss 185 Mazzarrà-Francavilla di Sicilia
",bellissimo collegamento fra il mare e le meraviglie del vulcano. La Francavilla-Novara-Mazzarrà è considerata lo Stelvio della Sicilia. con un bellissimo panorama sul mare           0001,roads-to-drive
232,12/10/2023,14.3931397,37.6936131,"ss 117 Leonforte-Nicosia-Mistretta
",stupendo e panoramico collegamento fra Enna e il mare. Un toboga di pieghe con una vista incredibile                0001,roads-to-drive
233,12/10/2023,14.0011219,41.589118,SS627 Atina - Colli a Volturno,Una perla sconosciuta.<br><br>Andrea,roads-to-drive
234,12/10/2023,8.3807678,40.4697201,"sp 105 Alghero-Bosa
",Bellissima strada panoramica da fare la mattina presto oppure al calar del sole. per apprezzare tutti i colori e le sfumature che i paesaggi propongono. Da evitare nel periodo estivo perchè molto trafficata.             Noodles,roads-to-drive
235,12/10/2023,9.5537716,40.2204832,"ss125 Dorgali-Genna Sillana
","SS 125 - Dorgali - Genna Silana <br>La ""strada da moto"" in assoluto. Impossibile commentare. libidine allo stato puro. Si può suddividere in due tratte:<br>Dorgali - Genna Silana<br>Genna Silana - Lotzorai (o S. M. Navarrese)    Noodles            vedila su https://www.facebook.com/carlokiddonannini/videos/1435614876841089/?idorvanity=745577899720215",roads-to-drive
236,12/10/2023,9.1818862,40.2011233,"ss 128 Nuoro-Orani-Gavoi
",Oniferi -Orani - Sarule - Gavoi              Kiddo,roads-to-drive
237,12/10/2023,9.3814731,40.2314819,"sp 22 Oliena-Orgosolo 
",sfiorando il Supramonte. avvincente toboga di pieghe        0001,roads-to-drive
238,12/10/2023,9.4117399,40.0014397,"Fonni-Tortolì
",bella e panoramica.             0001,roads-to-drive
239,12/10/2023,8.3774554,40.5204168,"Alghero- Villanova Monteleone
",parallela alla mitica Alghero-Bosa. secondo alcuni anche più bella e divertente da guidare. sicuramente panoramica         Noodles,roads-to-drive
240,12/10/2023,8.4929725,40.3358376,"sp 19
",insieme alla ss 292. una ottima e forse più avvincente alternativa alla Alghero-Bosa   0001,roads-to-drive
241,12/10/2023,9.3914295,39.3056585,"ss 125 Campu Omo verso Cagliari
",tratto epico della ss 125 dove un tempo si correva una cronoscalata; in una parola. INDESCRIVIBILE. Fuoco alle polveri             Noodles,roads-to-drive
242,12/10/2023,8.4805873,39.3888333,"ss 126 Arbus-Iglesias
",molto bella in questo tratto e con innumerevoli deviazioni possibili                           Kiddo,roads-to-drive
243,12/10/2023,9.0654461,40.801553,"ss 392 Tempio Pausania-Oschiri
",0001,roads-to-drive
244,12/10/2023,9.2289073,40.8976367,"ss 127 settentrionale sarda
",Olbia- Tempio Pausania un bel collegamento a tratti molto bello e scorrevole          Kiddo,roads-to-drive
245,12/10/2023,7.1094337,44.4978995,SP422,Strada di valle guidabile e divertente. io non ci vengo apposta ma è il naturale raccordo per strade di bellezza stratosferica qui attorno. by claudio garombo,roads-to-drive
246,12/10/2023,8.1563392,44.1646942,SP1,bella strada tutta curve che raccorda il mare a Bardineto. Bel paesaggio più un sacco di curve tutte da guidare. by Claudio Garombo,roads-to-drive
247,12/10/2023,7.8730769,44.067171,SS28 del colle di Nava,Importante raccordo tra Piemonte e Liguria è una strada bella da guidare con buon asfalto ma molto trafficata. by claudio garombo,roads-to-drive
248,12/10/2023,6.6799067,44.6258686,D903 del colle di Vars,Fantastica strda alpina parte della famosa Route des Grand Alps. Percorrendola da sud a nord offre scorci davvero fantastici. viceversa sulla direttiva Nord-Sud pur offrendo panorami splendidi è più consigliata per una guida sportiva e dinamica. asfalto buono. misto. tornanti stretti e curvoni non mancheranno di divertirvi alla grande!,roads-to-drive
249,12/10/2023,10.1003541,45.9360699,"ex ss 671 Clusone-Schilpàrio
",da supermotard    0001,roads-to-drive
250,12/10/2023,9.2174578,45.9552371,"sp583 Bellagio-Como
",in questo tratto un poco più scorrevole e bella da guidare. ma sempre con molta prudenza e godendo il panorama            0001,roads-to-drive
251,12/10/2023,8.4533462,45.8663377,"Armeno-Mottarone
",punto panoramico spettacolare sul lago d'Orta in un anello da Stresa e Armeno. Da Mottarone a Gignese su strada privata (a pagamento)       0001,roads-to-drive
252,12/10/2023,8.6021647,46.1548231,"ss337 Malegno-Locarno (CH)
",bella e scorrevole attraversa la centovalli.  okkio ai limiti svisseri       0001,roads-to-drive
253,12/10/2023,6.3409145,44.5545241,D9,strada panoramica che offre scorci magnifici sul lago di  Serre Poncon che al tempo stesso è divertente e guidabile,roads-to-drive
254,12/10/2023,6.9462374,45.019483,SP23R,La streda del sestriere. un bel guidato ma rovinato dalle condizioni del manto stradale a stretti indecente. offre comunque punti davvero divertente e belli da ammirare. by claudio garombo,roads-to-drive
255,12/10/2023,9.5293658,44.5267397,"sp 81 Anzola- Tomarlo
",la vera strada del Tomarlo. Bellissima. velocissima. panoramica. Da supersportiva         0001,roads-to-drive
256,12/10/2023,9.3627785,44.7937979,"sp 461 Bobbio-Varzi
",bella e veloce attraverso il passo del Penice               0001,roads-to-drive
257,12/10/2023,6.1312759,45.214821,D526,una strada con tutto. panorami tornanti. misto insomma godibile a 360 gradi! bodetevi il bacino artificiale dell' Eau d'Olle e se venite da sud l imponende diga che lo contiene! by claudio garombo,roads-to-drive
258,12/10/2023,9.2569625,44.4482153,Sp23 Favale di Malvaro,L'asfalto non è perfetto ma qui avete una strada che vi offre dei tornanti e delle curve generosi di grande divertimento. Arrivo staccata. freno dietro gioco di frizione e via il tornante ci ha regalato qull'emozione che solo il motociclista può provare. un must da queste parti. by claudio garombo,roads-to-drive
259,12/10/2023,9.6094548,44.3792665,"ss 523 Sestri levante-Borgo val di taro
",attracerso il mitico Centocroci. Asfalto non eccellente ma molto scorrevole e panoramica attraverso luoghi di eccellenza della gastronomia            0001,roads-to-drive
260,12/10/2023,9.9033836,44.4189147,"ss 62 Pontremoli-Berceto
",una delle strade più belle da guidare d'Italia. e quindi del mondo. Veloce e pulita. attraverso il mitico Passo della Cisa. attenzione a non farsi prendere la mano. posti di blocco possibili. Godetevi le pieghe senza esagerare           Kiddo,roads-to-drive
261,12/10/2023,10.1659385,44.2602843,"ss63 Aulla-Castelnuovo nei Monti
",che dire... sua maestà il Cerreto! Parte da Aulla sottotono e trafficata. ed è bella fino a Castelnuovo. dopo no. Okkio a non farvi fare la patente a coriandoli. però è veramente uno spettacolo!      Kiddo,roads-to-drive
262,12/10/2023,14.6124086,40.6784666,"sp 1 Ravello-s.Egidio
",bellissimo il panorama sulla costa prime sul vesuvio poi. Attenzione non perfetta e trafficata         0001,roads-to-drive
263,12/10/2023,15.6697036,40.0686196,"sp 104 Sapri-lagonegro
",da Sapri in trionfale salita verso Lagonegro  0001,roads-to-drive
264,12/10/2023,15.4474883,40.164777,"ss18 Policastro-Vallo della Lucania
",0001,roads-to-drive
265,12/10/2023,15.202039,40.1270036,"sr 447 marina di Ascea- Palinuro
",attraverso Ascea e alcuni punti di vista sul mare. A tratti rovinata. prendere verso San Nicola per vedere l'interno          0001,roads-to-drive
266,12/10/2023,15.3801213,40.0107165,"sr 562 Camerota-Lentiscosa
",tornanti da labirintite per lasciare la costa             0001,roads-to-drive
267,12/10/2023,16.108994,41.7784322,"ss89 garganica Vieste-Mattinata
",una bella variante alla costiera. attenzione alle curve non sempre prevedibili            0001,roads-to-drive
268,12/10/2023,16.0301156,41.6913731,"ss89 dirB Mattinata-Castel S.Angelo
",Spettacolare e tortuosa ascensione dal mare al cielo. Stupenda.                 0001,roads-to-drive
269,12/10/2023,16.1285842,41.7405274,"sp53 Mattinata-Vieste
",stupenda costiera dove dondolarsi fra le curve o ammirare gli infiniti angoli di bellezze naturali                      0001,roads-to-drive
270,12/10/2023,16.0049392,41.8176065,"sp52bis Foresta Umbra
","Umbra: forse ""degli Umbri"". molto più probabilmente ""in ombra"" per gli alberi che la rendono completamente buia. Comunque affascinate e bella da guidare                0001",roads-to-drive
271,12/10/2023,15.9641826,41.7379325,"sp52b Vico del Gargano-Monte s.Angelo
",dalla salita verso l'oscura foresta umbra ai bellissimi tornanti panoramici e apert di Monte s. Angelo. Quanto di più vario si possa trovare da guidare            0001,roads-to-drive
272,12/10/2023,15.9730085,41.6843707,"sp55 monte s.angelo-Macchia
",spettacolare discesa verso Manfredonia con bellissime terrazze sul tavoliere delle Puglie.        0001,roads-to-drive
273,12/10/2023,14.4110955,41.3884788,"sp331 Piedimonte- Miralago
",panoramica e tortuosa                             0001,roads-to-drive
274,12/10/2023,14.8759651,41.7560438,ss 87 Sannitica Larino-casacalenda,stupenda.veloce. panoramica. tutta da guidare     0001,roads-to-drive
275,12/10/2023,14.8122302,41.6493275,"ss87 Sannitica Casacalenda-Campobasso
",bellissima panoramica tutta da guidare     0001,roads-to-drive
276,12/10/2023,14.4275526,41.4489121,sp106 di campitello matese,stupenda. immersa in un paesaggio lunare brullo e incredibile                     0001,roads-to-drive
277,12/10/2023,15.8525988,40.5506691,"ss 92 Potenza- Laurenzana
",Bel misto veloce e ben asfaltato.    0001,roads-to-drive
278,12/10/2023,16.0570806,40.3440242,"ss92 Laurenzana-Noepoli
",Lunghissimo e bellissimo misto veloce e scorrevole. in alcuni tratti si trasforma in un toboga fra panorami e piegoni fino all'intersezione con la SS598. Oltre si arriva a Neopoli e volendo anche fino al mare.<br>Franz,roads-to-drive
279,12/10/2023,15.7379454,40.6885457,"ss7 Potenza-Ruoti
",,roads-to-drive
280,12/10/2023,16.1802943,40.6207781,"ss 7 Appia Potenza-Grassano- Miglionico
",da Tricarico a Grassano veramente bella e godibile con asfalto buono          0001,roads-to-drive
281,12/10/2023,16.6867234,40.5532458,"Montescaglioso-Ginosa
",il fondo è bruttino ma un'ottima via per avvicinarsi a Matera con bellissimi panorami      0001,roads-to-drive
282,12/10/2023,16.6612462,40.5696724,"Montescaglioso-Matera
",distesa e scorrevole con buon asfalto. ottima per arrivare a vedere i Sassi             0001,roads-to-drive
283,12/10/2023,16.0539788,40.7126967,"sp 96 Gravina di Puglia-Potenza (ex ss 96)
",declassata da statale a provinciale. probabilmente per un buon motivo. Non sempre bellissima sia come fondo che come panorama. ma decisamente ce n'è per tutti i gusti: più scorrevole verso Gravina. con un misto strettissimo e tornanti intorno a Tolve e Irsina. Ottimo collegamento.               0001,roads-to-drive
284,12/10/2023,15.7896046,40.5364893,"sp 5 Potenza-Pignola
",bella sportiva fino a marsico nuovo      0001,roads-to-drive
285,12/10/2023,15.6462363,40.041766,"ss18 Maratea-Sapri
",stupenda costiera con bellissimi panorami sul mare                   0001,roads-to-drive
286,12/10/2023,15.9090606,39.8905978,"sp3 Mormanno-Papasidero-Scalea
",bellissima cavalcata dal mare allle montagne non sempre con curve dalla visibilità eccellente ma molto divertente da guidare.   0001,roads-to-drive
287,12/10/2023,15.9319456,40.0185145,"ss 19 delle calabrie Mormanno-Lauria
",immersa nella vegetazione presso Mormanno. poi sempre più aperta e scorrevole         0001,roads-to-drive
288,12/10/2023,15.9206889,39.6140994,"ss 105 (sp 263) Marina di belvedere-s.agata
",attenzione alla ss 105 (o sp 263): in molti punti è bella e divertente. ma in alcuni tratti. come questo. è autentica poesia alternando tratti da guidare spettacolari. panorami a perdita d'occhio e immersioni in gole rocciose incredibili. Da fare!             0001,roads-to-drive
289,12/10/2023,16.1162112,39.8576325,"ss1 Morano-Campotenese
",aperta e veloce. molto panoramica                 0001,roads-to-drive
290,12/10/2023,16.580493,38.9785549,"ss109 bis Catanzaro-Taverna
",il vero paradiso delle pieghe            0001,roads-to-drive
291,12/10/2023,16.333829,39.0412092,"sp 159 Nicastro-Soveria
",,roads-to-drive
292,12/10/2023,16.5145443,39.0049357,"ss 109 Taverna-soveria
",spettacolare la statale della Piccola Sila! Una gioia da guidare con un ottimo fondo. lunghissima e panoramica. in alcuni punti conviene non azzardare il sorpasso perché un po' stretta. ma bellissima!                 0001,roads-to-drive
293,12/10/2023,16.5715852,39.0502303,"ss179dir Villaggio Racise-Albi
",immersa nel bosco. con tratti panoramici e molto bella da guidare                 0001,roads-to-drive
294,12/10/2023,16.7731044,39.3453433,"ss108ter Cariati marina-s.Giovanni in fiore
",attenzione a questi tre punti: un perfetto coast to coast dallo Jonio al Tirreno.  da s.Giovanni si prosegue sulla 108bis del colle d'Ascione      0001,roads-to-drive
